name,gender,slug,quotes_vec,tweet,tweet_link,people_mentioned,date
Ronda Rousey,woman,ronda-rousey,not a nice person!,Glad to see that @RondaRousey lost her championship fight last night. Was soundly beaten - not a nice person!,https://twitter.com/realDonaldTrump/status/666045638245810176,1,2015-11-16T00:10:29+0000
Graydon Carter,man,graydon-carter,a total loser,I have watched sloppy Graydon Carter fail and close Spy Magazine and now am watching him fail at @VanityFair Magazine. He is a total loser!,https://twitter.com/realDonaldTrump/status/666039755038150656,1,2015-11-15T23:47:06+0000
Graydon Carter,man,graydon-carter,sloppy,I have watched sloppy Graydon Carter fail and close Spy Magazine and now am watching him fail at @VanityFair Magazine. He is a total loser!,https://twitter.com/realDonaldTrump/status/666039755038150656,1,2015-11-15T23:47:06+0000
Shep Smith,man,shephard-smith,so totally biased,"Boy is this guy @ShepNewsTeam tough on me. So totally biased. As a reporter, he should be ashamed of himself! #Trump2016",https://twitter.com/realDonaldTrump/status/665286593025036289,1,2015-11-13T21:54:18+0000
Shep Smith,man,shephard-smith,should be ashamed of himself,"Boy is this guy @ShepNewsTeam tough on me. So totally biased. As a reporter, he should be ashamed of himself! #Trump2016",https://twitter.com/realDonaldTrump/status/665286593025036289,1,2015-11-13T21:54:18+0000
Ana Navarro,woman,ana-navarro,"has no talent, no TV persona",".@CNN should listen. Ana Navarro has no talent, no TV persona, and works for Bush—a total conflict of interest. https://t.co/mynTMrdTE9",https://twitter.com/realDonaldTrump/status/663809154922991620,1,2015-11-09T20:03:30+0000
Chris Stirewalt,man,chris-stirewalt,one of the dumbest political pundits on television,"One of the dumbest political pundits on television is Chris Stirewalt of @FoxNews. Wrong facts - check Fox debate rankings, Trump #1. Dope!",https://twitter.com/realDonaldTrump/status/662862145974108160,1,2015-11-07T05:20:25+0000
Chris Stirewalt,man,chris-stirewalt,dope,"One of the dumbest political pundits on television is Chris Stirewalt of @FoxNews. Wrong facts - check Fox debate rankings, Trump #1. Dope!",https://twitter.com/realDonaldTrump/status/662862145974108160,1,2015-11-07T05:20:25+0000
Charles Blow,man,charles-blow,dishonest reporting,.@CharlesMBlow Why don’t you use new polls instead of the single ancient national poll that was a tiny bit negative. Dishonest reporting!,https://twitter.com/realDonaldTrump/status/661246862029160449,1,2015-11-02T18:21:51+0000
John Kasich,man,john-kasich,wasting time & money,Gov. John Kasich has really failed on the campaign trail. I thought he would have been far more talented. He is just wasting time &amp; money!,https://twitter.com/realDonaldTrump/status/660645187874590720,1,2015-11-01T02:31:01+0000
John Kasich,man,john-kasich,failed campaign & debating skills,"Governor Kasich, whose failed campaign &amp; debating skills have brought him way down in the polls, is going to spend $2.5 million against me.",https://twitter.com/realDonaldTrump/status/667508888074190848,1,2015-11-20T01:04:55+0000
John Kasich,man,john-kasich,failed image,"John Kasich should focus his special interest money on building up his failed image, not negative ads on me.",https://twitter.com/realDonaldTrump/status/667508977521917952,1,2015-11-20T01:05:16+0000
John Kasich,man,john-kasich,pathetic,"John Kasich, despite being Governor of Ohio, is losing to me in the Ohio polls. Pathetic!",https://twitter.com/realDonaldTrump/status/667509055867346944,1,2015-11-20T01:05:35+0000
John Kasich,man,john-kasich,so irrelevant to the race,"I want to do negative ads on John Kasich, but he is so irrelevant to the race that I don’t want to waste my money.",https://twitter.com/realDonaldTrump/status/667509134514786308,1,2015-11-20T01:05:54+0000
John Kasich,man,john-kasich,I will sue him just for fun!,Watch Kasich squirm --- if he is not truthful in his negative ads I will sue him just for fun!,https://twitter.com/realDonaldTrump/status/667509177707659264,1,2015-11-20T01:06:04+0000
John Kasich,man,john-kasich,he came in dead last,"I loved beating John Kasich in the debates, but it was easy—he came in dead last!",https://twitter.com/realDonaldTrump/status/667509279507615748,1,2015-11-20T01:06:28+0000
John Kasich,man,john-kasich,almost last,Doesn’t help Kasich to do negative ads on me because he still has to go through everyone else - he’s almost last.,https://twitter.com/realDonaldTrump/status/667509367881641984,1,2015-11-20T01:06:49+0000
John Kasich,man,john-kasich,fell right into President Obama's trap on ObamaCare,"John Kasich fell right into President Obama’s trap on ObamaCare, and the people of Ohio are suffering for it. Shame!",https://twitter.com/realDonaldTrump/status/667509409120043008,1,2015-11-20T01:06:59+0000
John Kasich,man,john-kasich,total dud,"Once John Kasich announced he was running for president, and opened his mouth, people realized he was a complete &amp; total dud!",https://twitter.com/realDonaldTrump/status/667519608505659392,1,2015-11-20T01:47:31+0000
John Kasich,man,john-kasich,total failure,"John Kasich was managing director of Lehman Brothers when it crashed, bringing down the world and ruining people's lives. A total failure!",https://twitter.com/realDonaldTrump/status/667521691015319552,1,2015-11-20T01:55:47+0000
John Kasich,man,john-kasich,can't debate,"Going to Ohio, home of one of the worst presidential candidates in history--Kasich. Can't debate, loves #ObamaCare--dummy!",https://twitter.com/realDonaldTrump/status/668914875557629953,1,2015-11-23T22:11:48+0000
John Kasich,man,john-kasich,dummy,"Going to Ohio, home of one of the worst presidential candidates in history--Kasich. Can't debate, loves #ObamaCare--dummy!",https://twitter.com/realDonaldTrump/status/668914875557629953,1,2015-11-23T22:11:48+0000
John Kasich,man,john-kasich,one of the worst presidential candidates in history,"Going to Ohio, home of one of the worst presidential candidates in history--Kasich. Can't debate, loves #ObamaCare--dummy!",https://twitter.com/realDonaldTrump/status/668914875557629953,1,2015-11-23T22:11:48+0000
John Kasich,man,john-kasich,poor,Poor @JohnKasich doesn't have what it takes- https://t.co/ijaxXpe6xT,https://twitter.com/realDonaldTrump/status/673917220121112576,1,2015-12-07T17:29:20+0000
John Kasich,man,john-kasich,doesn't have what it takes,Poor @JohnKasich doesn't have what it takes- https://t.co/ijaxXpe6xT,https://twitter.com/realDonaldTrump/status/673917220121112576,1,2015-12-07T17:29:20+0000
John Kasich,man,john-kasich,Absentee Governor,Absentee Governor Kasich voted for NAFTA and NAFTA devastated Ohio - a disaster from which it never recovered. Kasich is good for Mexico!,https://twitter.com/realDonaldTrump/status/708647560399949825,1,2016-03-12T13:35:19+0000
John Kasich,man,john-kasich,good for Mexico!,Absentee Governor Kasich voted for NAFTA and NAFTA devastated Ohio - a disaster from which it never recovered. Kasich is good for Mexico!,https://twitter.com/realDonaldTrump/status/708647560399949825,1,2016-03-12T13:35:19+0000
John Kasich,man,john-kasich,bought and paid for by lobbyists!,"Please remember, I am the ONLY candidate who is self-funding his campaign. Kasich, Rubio and Cruz are all bought and paid for by lobbyists!",https://twitter.com/realDonaldTrump/status/709690378778230785,1,2016-03-15T10:39:06+0000
John Kasich,man,john-kasich,only looks O.K. in polls against Hillary because nobody views him as a threat and therefore have placed ZERO negative ads against him,Kasich only looks O.K. in polls against Hillary because nobody views him as a threat and therefore have placed ZERO negative ads against him,https://twitter.com/realDonaldTrump/status/722017428520243201,1,2016-04-18T11:02:24+0000
John Kasich,man,john-kasich,will drop like a rock in the polls,"As soon as John Kasich is hit with negative ads, he will drop like a rock in the polls against Crooked Hillary Clinton. I will win!",https://twitter.com/realDonaldTrump/status/724052308661772288,1,2016-04-24T01:48:17+0000
John Kasich,man,john-kasich,mathematically dead and totally desperate,Lyin' Ted and Kasich are mathematically dead and totally desperate. Their donors &amp; special interest groups are not happy with them. Sad!,https://twitter.com/realDonaldTrump/status/724445148910915584,1,2016-04-25T03:49:17+0000
John Kasich,man,john-kasich,Typical politician,Kasich just announced that he wants the people of Indiana to vote for him. Typical politician - can't make a deal work.,https://twitter.com/realDonaldTrump/status/724633058398375936,1,2016-04-25T16:15:58+0000
John Kasich,man,john-kasich,can't make a deal work,Kasich just announced that he wants the people of Indiana to vote for him. Typical politician - can't make a deal work.,https://twitter.com/realDonaldTrump/status/724633058398375936,1,2016-04-25T16:15:58+0000
John Oliver,man,john-oliver,very boring and low rated show,".@thehill John Oliver had his people call to ask me to be on his very boring and low rated show. I said ""NO THANKS"" Waste of time &amp; energy!",https://twitter.com/realDonaldTrump/status/660597552023228416,1,2015-10-31T23:21:44+0000
John Harwood,man,john-harwood,bombed,Loved doing the debate last night on @CNBC. Check out all of the polls! Everyone agrees that Harwood bombed!,https://twitter.com/realDonaldTrump/status/659919160340803585,1,2015-10-30T02:26:03+0000
Bill Kristol,man,bill-kristol,Dopey,"Dopey @BillKristol, who has lost all credibility with so many dumb statements and picks, said last week on @Morning_Joe that Biden was in.",https://twitter.com/realDonaldTrump/status/658770060341809152,1,2015-10-26T22:19:56+0000
Bill Kristol,man,bill-kristol,lost all credibility,"Dopey @BillKristol, who has lost all credibility with so many dumb statements and picks, said last week on @Morning_Joe that Biden was in.",https://twitter.com/realDonaldTrump/status/658770060341809152,1,2015-10-26T22:19:56+0000
Bill Kristol,man,bill-kristol,a sad case,"@BillKristol has become a sad case. His magazine is failing badly, probably doesn't have long to go, and his predictions are always wrong!",https://twitter.com/realDonaldTrump/status/662780151122550784,1,2015-11-06T23:54:36+0000
Bill Kristol,man,bill-kristol,his predictions are always wrong,"@BillKristol has become a sad case. His magazine is failing badly, probably doesn't have long to go, and his predictions are always wrong!",https://twitter.com/realDonaldTrump/status/662780151122550784,1,2015-11-06T23:54:36+0000
Bill Kristol,man,bill-kristol,dopey,Why do the networks continue to put dopey @BillKristol on panels when he has called every single shot about me wrong for 2 yrs?,https://twitter.com/realDonaldTrump/status/734395329588670465,1,2016-05-22T14:47:45+0000
Bill Kristol,man,bill-kristol,an embarrassed loser,"Bill Kristol has been wrong for 2yrs-an embarrassed loser, but if the GOP can't control their own, then they are not a party. Be tough, R's!",https://twitter.com/realDonaldTrump/status/737054226833149952,1,2016-05-29T22:53:16+0000
Bill Kristol,man,bill-kristol,dummy,"If dummy Bill Kristol actually does get a spoiler to run as an Independent, say good bye to the Supreme Court!",https://twitter.com/realDonaldTrump/status/737056428452630528,1,2016-05-29T23:02:01+0000
Ben Carson,man,ben-carson,very weak on illegal immigration,I spell out some of the differences between Ben Carson and myself at 9:00 A.M. on @CNN @jaketapper. Ben is very weak on illegal immigration.,https://twitter.com/realDonaldTrump/status/658245364932325376,1,2015-10-25T11:34:59+0000
Ben Carson,man,ben-carson,"has never created a job in his life (well, maybe a nurse)","Ben Carson has never created a job in his life (well, maybe a nurse). I have created tens of thousands of jobs, it's what I do.",https://twitter.com/realDonaldTrump/status/658246911753920512,1,2015-10-25T11:41:08+0000
Ben Carson,man,ben-carson,Pyramids built for grain storage - don't people get it?,"With Ben Carson wanting to hit his mother on head with a hammer, stab a friend and Pyramids built for grain storage - don't people get it?",https://twitter.com/realDonaldTrump/status/662632599962173440,1,2015-11-06T14:08:17+0000
Ben Carson,man,ben-carson,many lies by Ben Carson,"""@Robostop10: @realDonaldTrump This is not good. https://t.co/lvv0MRfgtH"" WOW, one of many lies by Ben Carson! Big story.",https://twitter.com/realDonaldTrump/status/662672380561661952,1,2015-11-06T16:46:22+0000
Ben Carson,man,ben-carson,very weak on illegal immigration,"Wow, pres. candidate Ben Carson, who is very weak on illegal Immigration, just said he likes amnesty and a pathway to citizenship.",https://twitter.com/realDonaldTrump/status/664885790061813760,1,2015-11-12T19:21:39+0000
Ben Carson,man,ben-carson,incapable of understanding foreign policy,Ben Carson is being severely criticized for being incapable of understanding foreign policy be one of his top consultants. Not good!,https://twitter.com/realDonaldTrump/status/667328359005859840,1,2015-11-19T13:07:33+0000
Marc Thiessen,man,marc-thiessen,failed,.@marcthiessen is a failed Bush speechwriter whose work was so bad that he has never been able to make a comeback. A third rate talent!,https://twitter.com/realDonaldTrump/status/654842303727673344,1,2015-10-16T02:12:26+0000
Marc Thiessen,man,marc-thiessen,never been able to make a comeback,.@marcthiessen is a failed Bush speechwriter whose work was so bad that he has never been able to make a comeback. A third rate talent!,https://twitter.com/realDonaldTrump/status/654842303727673344,1,2015-10-16T02:12:26+0000
Marc Thiessen,man,marc-thiessen,a third rate talent,.@marcthiessen is a failed Bush speechwriter whose work was so bad that he has never been able to make a comeback. A third rate talent!,https://twitter.com/realDonaldTrump/status/654842303727673344,1,2015-10-16T02:12:26+0000
Martin O'Malley,man,martin-o-malley,has very little chance,"O'Malley, as former Mayor of Baltimore, has very little chance.",https://twitter.com/realDonaldTrump/status/654102127921524736,1,2015-10-14T01:11:14+0000
Martin O'Malley,man,martin-o-malley,failed,"Hillary and Sanders are not doing well, but what is the failed former Mayor of Baltimore doing on that stage? O'Malley is a clown.",https://twitter.com/realDonaldTrump/status/665735985704095744,1,2015-11-15T03:40:02+0000
Martin O'Malley,man,martin-o-malley,a clown,"Hillary and Sanders are not doing well, but what is the failed former Mayor of Baltimore doing on that stage? O'Malley is a clown.",https://twitter.com/realDonaldTrump/status/665735985704095744,1,2015-11-15T03:40:02+0000
