"insult_slugs","quotes_vec","tweet","tweet_link","people_mentioned","date"
"jeb-bush","by far the weakest of the lot","I know the ""Governors"" and Jeb Bush, who has gone nasty with lies, is by far the weakest of the lot. His family used private eminent domain!","https://twitter.com/realDonaldTrump/status/697029254584934400","1","2016-02-09T12:08:19+0000"
"jeb-bush","Jeb failed as Jeb","Jeb failed as Jeb! He gave up and enlisted Mommy and his brother (who got us into the quicksand of Iraq). Spent $120 million.Weak-no chance!","http://twitter.com/realDonaldTrump/status/697869206893756416","1","2016-02-11T19:45:59"
"jeb-bush","gave up and enlisted Mommy and his brother","Jeb failed as Jeb! He gave up and enlisted Mommy and his brother (who got us into the quicksand of Iraq). Spent $120 million.Weak-no chance!","http://twitter.com/realDonaldTrump/status/697869206893756416","1","2016-02-11T19:45:59"
"jeb-bush","Weak","Jeb failed as Jeb! He gave up and enlisted Mommy and his brother (who got us into the quicksand of Iraq). Spent $120 million.Weak-no chance!","http://twitter.com/realDonaldTrump/status/697869206893756416","1","2016-02-11T19:45:59"
"jeb-bush","no chance","Jeb failed as Jeb! He gave up and enlisted Mommy and his brother (who got us into the quicksand of Iraq). Spent $120 million.Weak-no chance!","http://twitter.com/realDonaldTrump/status/697869206893756416","1","2016-02-11T19:45:59"
"jeb-bush","Weak","Weak JEB getting thrown out by management during speech. Do you think he will be this tough on Putin &amp; others? https://t.co/Tqej1euLVL","https://twitter.com/realDonaldTrump/status/697996266345795585","1","2016-02-12T04:10:52+0000"
"jeb-bush","lightweight","Lightweight @JebBush is spending a fortune of special interest against me in SC. False advertising- desperate and sad!","https://twitter.com/realDonaldTrump/status/698219929762398209","1","2016-02-12T18:59:38+0000"
"jeb-bush","spending a fortune of special interest against me in SC","Lightweight @JebBush is spending a fortune of special interest against me in SC. False advertising- desperate and sad!","https://twitter.com/realDonaldTrump/status/698219929762398209","1","2016-02-12T18:59:38+0000"
"jeb-bush","desperate and sad","Lightweight @JebBush is spending a fortune of special interest against me in SC. False advertising- desperate and sad!","https://twitter.com/realDonaldTrump/status/698219929762398209","1","2016-02-12T18:59:38+0000"
"jeb-bush","lightweight","Last time lightweight @JebBush tried to knock off @marcorubio he made a total fool of himself. If he doesn't do better this time, he is out!","https://twitter.com/realDonaldTrump/status/698242702194954240","1","2016-02-12T20:30:07+0000"
"jeb-bush","How can @JebBush beat Hillary Clinton- if he can't beat anyone else on the #GOPDebate stage with $150M?","How can @JebBush beat Hillary Clinton- if he can't beat anyone else on the #GOPDebate stage with $150M? I am the only one who can!","https://twitter.com/realDonaldTrump/status/698742963447451648","1","2016-02-14T05:37:59+0000"
"jeb-bush","failed campaign","Funny that Jeb(!) didn't want help from his family in his failed campaign and didn't even want to use his last name.Then mommy, now brother!","https://twitter.com/realDonaldTrump/status/699187712553807872","1","2016-02-15T11:05:15+0000"
"jeb-bush","has no clue","I'd like to call JEB a liar, but the truth is he has no clue &amp; never revealed that he used Eminent Domain- when criticizing me! (1/2)","https://twitter.com/realDonaldTrump/status/699283203027292161","1","2016-02-15T17:24:42+0000"
"jeb-bush","hypocrite","JEB is a hypocrite! Used massive private ""Eminent Domain"" --- Just another clueless politician! 
 https://t.co/yZT3lSutt9","https://twitter.com/realDonaldTrump/status/699284455282884612","1","2016-02-15T17:29:40+0000"
"jeb-bush","Just another clueless politician!","JEB is a hypocrite! Used massive private ""Eminent Domain"" --- Just another clueless politician! 
 https://t.co/yZT3lSutt9","https://twitter.com/realDonaldTrump/status/699284455282884612","1","2016-02-15T17:29:40+0000"
"jeb-bush","just got contact lenses and got rid of the glasses. He wants to look cool, but it's far too late","Jeb Bush just got contact lenses and got rid of the glasses. He wants to look cool, but it's far too late. 1% in Nevada!","https://twitter.com/realDonaldTrump/status/699989532180135936","1","2016-02-17T16:11:24+0000"
"jeb-bush","low energy","Low energy Jeb Bush just endorsed a man he truly hates, Lyinâ€™ Ted Cruz. Honestly, I canâ€™t blame Jeb in that I drove him into oblivion!","https://twitter.com/realDonaldTrump/status/712728075532943361","1","2016-03-23T19:49:49+0000"
"jeb-bush","failed presidential candidate","Remember when the two failed presidential candidates, Lindsey Graham and Jeb Bush, signed a binding PLEDGE? They broke the deal, no honor!","https://twitter.com/realDonaldTrump/status/729004564075012096","1","2016-05-07T17:46:46+0000"
"jeb-bush","no honor!","Remember when the two failed presidential candidates, Lindsey Graham and Jeb Bush, signed a binding PLEDGE? They broke the deal, no honor!","https://twitter.com/realDonaldTrump/status/729004564075012096","1","2016-05-07T17:46:46+0000"
"willie-geist","uncomfortable looking","Uncomfortable looking NBC reporter Willie Geist calls me to ask for favors and then mockingly smiles when he is told of my high poll numbers","https://twitter.com/realDonaldTrump/status/613868265689993218","1","2015-06-25T00:36:14+00:00"
"rockin-in-the-free-world","didn't love it",".@Neilyoung’s song, “Rockin’ In The Free World” was just one of 10 songs used as background music. Didn’t love it anyway.","https://twitter.com/realDonaldTrump/status/613814933860519936","1","2015-06-24T21:04:19+00:00"
"neil-young","total hypocrite","For the nonbeliever, here is a photo of @Neilyoung in my office and his $$ request—total hypocrite. http://t.co/Xm4BJvetIa","https://twitter.com/realDonaldTrump/status/613814243171926016","1","2015-06-24T21:01:34+00:00"
"ben-cardin","It's politicians like Cardin that have destroyed Baltimore.","Politician @SenatorCardin didn't like that I said Baltimore needs jobs &amp; spirit. It's politicians like Cardin that have destroyed Baltimore.","https://twitter.com/realDonaldTrump/status/613712380464353283","1","2015-06-24T14:16:48+00:00"
"politicians","all talk and no action","Big time in U.S. today - MAKE AMERICA GREAT AGAIN! Politicians are all talk and no action - they can never bring us back.","https://twitter.com/realDonaldTrump/status/610784050060632065","1","2015-06-16T12:20:40+00:00"
"politicians","incompetent","We will soon be at a point with our incompetent politicians where we will be treating illegal immigrants better than our veterans.","https://twitter.com/realDonaldTrump/status/623136748718137344","1","2015-07-20T14:25:52+0000"
"politicians","experts in never facing any consequence","When will anyone be held accountable for the VA scandal? The politicians are experts in never facing any consequence.","https://twitter.com/realDonaldTrump/status/624620904836796416","1","2015-07-24T16:43:23+0000"
"politicians","failing","The polls have been consistently great. The silent majority is speaking. Politicians are failing. #MakeAmericaGreatAgain!","https://twitter.com/realDonaldTrump/status/626851685986639872","1","2015-07-30T20:27:42+0000"
"politicians","all talk, no action","https://pbs.twimg.com/media/CZsWhzZWAAAlbyl.jpg","https://twitter.com/realDonaldTrump/status/692171744845664258","1","2016-01-27T02:26:00"
"politicians","very stupid, highly incompetent people running our country into the ground","https://pbs.twimg.com/media/CZsWhzZWAAAlbyl.jpg","https://twitter.com/realDonaldTrump/status/692171744845664258","1","2016-01-27T02:26:00"
"molly-sims","a disaster","The ratings for The View are really low. Nicole Wallace and Molly Sims are a disaster. Get new cast or just put it to sleep. Dead T.V.","https://twitter.com/realDonaldTrump/status/613888145956995072","3","2015-06-25T01:55:14+00:00"
"nicole-wallace","a disaster","The ratings for The View are really low. Nicole Wallace and Molly Sims are a disaster. Get new cast or just put it to sleep. Dead T.V.","https://twitter.com/realDonaldTrump/status/613888145956995072","3","2015-06-25T01:55:14+00:00"
"the-view","dead T.V.","The ratings for The View are really low. Nicole Wallace and Molly Sims are a disaster. Get new cast or just put it to sleep. Dead T.V.","https://twitter.com/realDonaldTrump/status/613888145956995072","3","2015-06-25T01:55:14+00:00"
"the-view","put it to sleep","The ratings for The View are really low. Nicole Wallace and Molly Sims are a disaster. Get new cast or just put it to sleep. Dead T.V.","https://twitter.com/realDonaldTrump/status/613888145956995072","3","2015-06-25T01:55:14+00:00"
"nicole-wallace","doesn't have a clue",".@WhoopiGoldberg had better surround herself with better hosts than Nicole Wallace, who doesn't have a clue. The show is close to death!","https://twitter.com/realDonaldTrump/status/613891332944302080","2","2015-06-25T02:07:53+00:00"
"the-view","close to death",".@WhoopiGoldberg had better surround herself with better hosts than Nicole Wallace, who doesn't have a clue. The show is close to death!","https://twitter.com/realDonaldTrump/status/613891332944302080","2","2015-06-25T02:07:53+00:00"
"new-york-daily-news","dying tabloid",".@NYDailyNews, the dying tabloid owned by dopey clown Mort Zuckerman, puts me on the cover daily because I sell. My honor, but it is dead!","https://twitter.com/realDonaldTrump/status/615299494339592196","2","2015-06-28T23:23:25+00:00"
"mort-zuckerman","dopey clown",".@NYDailyNews, the dying tabloid owned by dopey clown Mort Zuckerman, puts me on the cover daily because I sell. My honor, but it is dead!","https://twitter.com/realDonaldTrump/status/615299494339592196","2","2015-06-28T23:23:25+00:00"
"new-york-daily-news","it is dead",".@NYDailyNews, the dying tabloid owned by dopey clown Mort Zuckerman, puts me on the cover daily because I sell. My honor, but it is dead!","https://twitter.com/realDonaldTrump/status/615299494339592196","2","2015-06-28T23:23:25+00:00"
"clare-o-connor","dummy","Dummy @Clare_OC from failing @Forbes magazine: NASCAR deal was 1 nite ballroom, ESPN was small golf outing...","https://twitter.com/realDonaldTrump/status/619192063687569412","2","2015-07-09T17:11:06+00:00"
"forbes","failing","Dummy @Clare_OC from failing @Forbes magazine: NASCAR deal was 1 nite ballroom, ESPN was small golf outing...","https://twitter.com/realDonaldTrump/status/619192063687569412","2","2015-07-09T17:11:06+00:00"
"clare-o-connor","dummy writer","Dummy writer @Clare_OC from failing @Forbes magazine works so hard to make such trivial license deals look important…","https://twitter.com/realDonaldTrump/status/619191996142501888","2","2015-07-09T17:10:50+00:00"
"forbes","failing","Dummy writer @Clare_OC from failing @Forbes magazine works so hard to make such trivial license deals look important…","https://twitter.com/realDonaldTrump/status/619191996142501888","2","2015-07-09T17:10:50+00:00"
"barack-obama","hollowing out our military","Obama and Republicans are hollowing out our military. Now want to cut troop levels. Lowest level in over 20 years.","https://twitter.com/realDonaldTrump/status/619220020766330880","2","2015-07-09T19:02:12+00:00"
